gene_symbol,GO_term
NLGN1,neuron projection development
NLGN1,neuron projection development
NLGN1,neuronal signal transduction
NLGN1,plasma membrane
NLGN1,plasma membrane
NLGN1,"positive regulation of circadian sleep/wake cycle, wakefulness"
NLGN1,positive regulation of dendritic spine development
NLGN1,positive regulation of dendritic spine development
NLGN1,positive regulation of excitatory postsynaptic potential
NLGN1,positive regulation of excitatory postsynaptic potential
NLGN1,positive regulation of filopodium assembly
NLGN1,positive regulation of intracellular signal transduction
NLGN1,positive regulation of presynaptic active zone assembly
NLGN1,positive regulation of protein localization to synapse
NLGN1,positive regulation of ruffle assembly
NLGN1,positive regulation of synapse assembly
NLGN1,positive regulation of synapse assembly
NLGN1,"positive regulation of synaptic transmission, GABAergic"
NLGN1,"positive regulation of synaptic transmission, glutamatergic"
NLGN1,positive regulation of synaptic vesicle clustering
NLGN1,positive regulation of synaptic vesicle endocytosis
NLGN1,positive regulation of synaptic vesicle exocytosis
NLGN1,postsynapse
NLGN1,postsynaptic density
NLGN1,postsynaptic density
NLGN1,postsynaptic density protein 95 clustering
NLGN1,postsynaptic membrane assembly
NLGN1,postsynaptic membrane assembly
NLGN1,presynapse
NLGN1,presynapse assembly
NLGN1,presynaptic membrane assembly
NLGN1,presynaptic membrane assembly
NLGN1,protein localization to synapse
NLGN1,protein targeting
NLGN1,protein-containing complex binding
NLGN1,receptor complex
NLGN1,receptor localization to synapse
NLGN1,regulation of AMPA receptor activity
NLGN1,regulation of NMDA receptor activity
NLGN1,regulation of NMDA receptor activity
NLGN1,regulation of neuron differentiation
NLGN1,regulation of respiratory gaseous exchange by nervous system process
NLGN1,retrograde trans-synaptic signaling by trans-synaptic protein complex
NLGN1,rhythmic process
NLGN1,scaffold protein binding
NLGN1,signaling receptor activity
NLGN1,signaling receptor activity
NLGN1,spanning component of membrane
NLGN1,synapse
NLGN1,synapse
NLGN1,synapse assembly
NLGN1,synaptic cleft
NLGN1,synaptic membrane adhesion
NLGN1,synaptic vesicle clustering
NLGN1,synaptic vesicle endocytosis
NLGN1,synaptic vesicle targeting
NLGN1,synaptic vesicle transport
NLGN1,terminal button organization
NLGN2,cell adhesion molecule binding
NLGN2,cell projection
NLGN2,cell surface
NLGN2,cell surface
NLGN2,cell-cell adhesion
NLGN2,cell-cell junction maintenance
NLGN2,chemical synaptic transmission
NLGN2,dopaminergic synapse
NLGN2,gephyrin clustering involved in postsynaptic density assembly
NLGN2,glycinergic synapse
NLGN2,identical protein binding
NLGN2,inhibitory synapse
NLGN2,inhibitory synapse assembly
NLGN2,integral component of plasma membrane
NLGN2,integral component of postsynaptic membrane
NLGN2,integral component of postsynaptic specialization membrane
NLGN2,locomotory exploration behavior
NLGN2,membrane
NLGN2,modulation of chemical synaptic transmission
NLGN2,modulation of chemical synaptic transmission
NLGN2,neurexin family protein binding
NLGN2,neurexin family protein binding
NLGN2,neurexin family protein binding
NLGN2,neuromuscular process controlling balance
NLGN2,neuron cell-cell adhesion
NLGN2,neuron cell-cell adhesion
NLGN2,plasma membrane
NLGN2,positive regulation of excitatory postsynaptic potential
NLGN2,positive regulation of inhibitory postsynaptic potential
NLGN2,positive regulation of insulin secretion
NLGN2,positive regulation of protein localization to synapse
NLGN2,positive regulation of synapse assembly
NLGN2,"positive regulation of synaptic transmission, GABAergic"
NLGN2,"positive regulation of synaptic transmission, glutamatergic"
NLGN2,positive regulation of synaptic vesicle clustering
NLGN2,postsynaptic density protein 95 clustering
NLGN2,postsynaptic membrane
NLGN2,postsynaptic membrane assembly
NLGN2,postsynaptic membrane assembly
NLGN2,presynapse assembly
NLGN2,presynaptic membrane
NLGN2,presynaptic membrane assembly
NLGN2,presynaptic membrane assembly
NLGN2,protein localization to synapse
NLGN2,regulation of AMPA receptor activity
NLGN2,regulation of respiratory gaseous exchange by nervous system process
NLGN2,sensory perception of pain
NLGN2,signaling receptor activity
NLGN2,spanning component of membrane
NLGN2,"symmetric, GABA-ergic, inhibitory synapse"
NLGN2,synapse
NLGN2,synapse
NLGN2,synapse assembly
NLGN2,synapse assembly
NLGN2,synapse organization
NLGN2,synaptic vesicle endocytosis
NLGN2,terminal button organization
NLGN3,adult behavior
NLGN3,"asymmetric, glutamatergic, excitatory synapse"
NLGN3,axon extension
NLGN3,cell adhesion molecule binding
NLGN3,cell surface
NLGN3,cell surface
NLGN3,chemical synaptic transmission
NLGN3,endocytic vesicle
NLGN3,excitatory postsynaptic potential
NLGN3,excitatory synapse
NLGN3,inhibitory postsynaptic potential
NLGN3,integral component of plasma membrane
NLGN3,integral component of postsynaptic membrane
NLGN3,learning
NLGN3,long-term synaptic potentiation
NLGN3,modulation of chemical synaptic transmission
NLGN3,modulation of chemical synaptic transmission
NLGN3,negative regulation of dendritic spine morphogenesis
NLGN3,negative regulation of excitatory postsynaptic potential
NLGN3,neurexin family protein binding
NLGN3,neurexin family protein binding
NLGN3,neuron cell-cell adhesion
NLGN3,neuron cell-cell adhesion
NLGN3,oligodendrocyte differentiation
NLGN3,plasma membrane
NLGN3,positive regulation of AMPA receptor activity
NLGN3,positive regulation of excitatory postsynaptic potential
NLGN3,positive regulation of synapse assembly
NLGN3,"positive regulation of synaptic transmission, glutamatergic"
NLGN3,positive regulation of synaptic vesicle clustering
NLGN3,postsynaptic membrane assembly
NLGN3,postsynaptic membrane assembly
NLGN3,presynapse
NLGN3,presynapse assembly
NLGN3,presynaptic membrane assembly
NLGN3,presynaptic membrane assembly
NLGN3,protein binding
NLGN3,receptor-mediated endocytosis
NLGN3,regulation of NMDA receptor activity
NLGN3,regulation of long-term synaptic potentiation
NLGN3,regulation of respiratory gaseous exchange by nervous system process
NLGN3,regulation of terminal button organization
NLGN3,rhythmic synaptic transmission
NLGN3,scaffold protein binding
NLGN3,signaling receptor activity
NLGN3,signaling receptor activity
NLGN3,social behavior
NLGN3,spanning component of membrane
NLGN3,"symmetric, GABA-ergic, inhibitory synapse"
NLGN3,synapse
NLGN3,synapse
NLGN3,synapse assembly
NLGN3,synapse organization
NLGN3,synaptic vesicle endocytosis
NLGN3,visual learning
NLGN3,vocalization behavior
NLGN4X,adult behavior
NLGN4X,"asymmetric, glutamatergic, excitatory synapse"
NLGN4X,brainstem development
NLGN4X,cell adhesion molecule binding
NLGN4X,cell surface
NLGN4X,cell surface
NLGN4X,cell-cell junction organization
NLGN4X,cerebellum development
NLGN4X,chemical synaptic transmission
NLGN4X,chloride ion binding
NLGN4X,dendrite
NLGN4X,excitatory synapse
NLGN4X,integral component of membrane
NLGN4X,integral component of plasma membrane
NLGN4X,integral component of plasma membrane
NLGN4X,learning
NLGN4X,modulation of chemical synaptic transmission
NLGN4X,negative regulation of excitatory postsynaptic potential
NLGN4X,neurexin family protein binding
NLGN4X,neurexin family protein binding
NLGN4X,neurexin family protein binding
NLGN4X,neuron cell-cell adhesion
NLGN4X,neuron cell-cell adhesion
NLGN4X,neuron differentiation
NLGN4X,organ growth
NLGN4X,plasma membrane
NLGN4X,plasma membrane
NLGN4X,postsynaptic density membrane
NLGN4X,postsynaptic membrane assembly
NLGN4X,presynapse
NLGN4X,presynapse assembly
NLGN4X,presynaptic membrane assembly
NLGN4X,presynaptic membrane assembly
NLGN4X,protein binding
NLGN4X,protein homodimerization activity
NLGN4X,scaffold protein binding
NLGN4X,signaling receptor activity
NLGN4X,social behavior
NLGN4X,spanning component of membrane
NLGN4X,"symmetric, GABA-ergic, inhibitory synapse"
NLGN4X,synapse
NLGN4X,synapse
NLGN4X,synapse organization
NLGN4X,synapse organization
NLGN4X,synaptic vesicle endocytosis
NLGN4X,vocalization behavior
NLGN4X,vocalization behavior
NLGN4Y,"asymmetric, glutamatergic, excitatory synapse"
NLGN4Y,cell adhesion molecule binding
NLGN4Y,cell surface
NLGN4Y,chemical synaptic transmission
NLGN4Y,integral component of plasma membrane
NLGN4Y,learning
NLGN4Y,modulation of chemical synaptic transmission
NLGN4Y,neurexin family protein binding
NLGN4Y,neuron cell-cell adhesion
NLGN4Y,neuron cell-cell adhesion
NLGN4Y,plasma membrane
NLGN4Y,postsynaptic density membrane
NLGN4Y,postsynaptic membrane assembly
NLGN4Y,presynapse
NLGN4Y,presynapse assembly
NLGN4Y,presynaptic membrane assembly
NLGN4Y,protein binding
NLGN4Y,scaffold protein binding
NLGN4Y,signaling receptor activity
NLGN4Y,social behavior
NLGN4Y,spanning component of membrane
NLGN4Y,"symmetric, GABA-ergic, inhibitory synapse"
NLGN4Y,synapse
NLGN4Y,synaptic vesicle endocytosis
NLGN4Y,vocalization behavior
NOVA2,RNA binding
NOVA2,RNA binding
NOVA2,cytoplasm
NOVA2,mRNA binding
NOVA2,"mRNA splicing, via spliceosome"
NOVA2,negative regulation of cold-induced thermogenesis
NOVA2,nucleus
NOVA2,regulation of RNA metabolic process
NOVA2,"regulation of alternative mRNA splicing, via spliceosome"
NOVA2,regulation of gene expression
NPAS2,CLOCK-BMAL transcription complex
NPAS2,DNA binding
NPAS2,DNA binding
NPAS2,DNA-binding transcription factor activity
NPAS2,"DNA-binding transcription factor activity, RNA polymerase II-specific"
NPAS2,"DNA-binding transcription factor activity, RNA polymerase II-specific"
NPAS2,Hsp90 protein binding
NPAS2,RNA polymerase II cis-regulatory region sequence-specific DNA binding
NPAS2,RNA polymerase II cis-regulatory region sequence-specific DNA binding
NPAS2,cellular response to DNA damage stimulus
NPAS2,central nervous system development
NPAS2,chromatin
NPAS2,circadian regulation of gene expression
NPAS2,circadian regulation of gene expression
NPAS2,circadian rhythm
NPAS2,cytosol
NPAS2,cytosol
NPAS2,metal ion binding
NPAS2,negative regulation of cell death
NPAS2,nucleoplasm
NPAS2,nucleoplasm
NPAS2,nucleus
NPAS2,positive regulation of DNA repair
NPAS2,positive regulation of behavioral fear response
NPAS2,positive regulation of transcription by RNA polymerase II
NPAS2,"positive regulation of transcription, DNA-templated"
NPAS2,"positive regulation of transcription, DNA-templated"
NPAS2,protein binding
NPAS2,protein dimerization activity
NPAS2,regulation of lipid metabolic process
NPAS2,regulation of response to DNA damage stimulus
NPAS2,regulation of transcription by RNA polymerase II
NPAS2,response to drug
NPAS2,response to redox state
NPAS2,sequence-specific double-stranded DNA binding
NPAS2,transcription regulator complex
NR1D1,"DNA-binding transcription factor activity, RNA polymerase II-specific"
NR1D1,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
NR1D1,E-box binding
NR1D1,RNA polymerase II cis-regulatory region sequence-specific DNA binding
NR1D1,RNA polymerase II cis-regulatory region sequence-specific DNA binding
NR1D1,RNA polymerase II cis-regulatory region sequence-specific DNA binding
NR1D1,RNA polymerase II transcription regulatory region sequence-specific DNA binding
NR1D1,cell differentiation
NR1D1,cellular glucose homeostasis
NR1D1,cellular response to interleukin-1
NR1D1,cellular response to lipopolysaccharide
NR1D1,cellular response to tumor necrosis factor
NR1D1,cholesterol homeostasis
NR1D1,cholesterol homeostasis
NR1D1,chromatin
NR1D1,chromatin
NR1D1,circadian regulation of gene expression
NR1D1,circadian rhythm
NR1D1,circadian temperature homeostasis
NR1D1,cytoplasm
NR1D1,dendrite
NR1D1,dendritic spine
NR1D1,glycogen biosynthetic process
NR1D1,heme binding
NR1D1,hormone-mediated signaling pathway
NR1D1,intracellular receptor signaling pathway
NR1D1,negative regulation of I-kappaB kinase/NF-kappaB signaling
NR1D1,negative regulation of astrocyte activation
NR1D1,negative regulation of cold-induced thermogenesis
NR1D1,negative regulation of inflammatory response
NR1D1,negative regulation of microglial cell activation
NR1D1,negative regulation of neuroinflammatory response
NR1D1,negative regulation of toll-like receptor 4 signaling pathway
NR1D1,negative regulation of transcription by RNA polymerase II
NR1D1,negative regulation of transcription by RNA polymerase II
NR1D1,negative regulation of transcription by RNA polymerase II
NR1D1,"negative regulation of transcription, DNA-templated"
NR1D1,"negative regulation of transcription, DNA-templated"
NR1D1,nuclear body
NR1D1,nuclear receptor activity
NR1D1,nucleoplasm
NR1D1,nucleus
NR1D1,positive regulation of bile acid biosynthetic process
NR1D1,positive regulation of transcription by RNA polymerase II
NR1D1,"positive regulation of transcription, DNA-templated"
NR1D1,proteasomal protein catabolic process
NR1D1,protein binding
NR1D1,protein destabilization
NR1D1,regulation of circadian rhythm
NR1D1,regulation of circadian sleep/wake cycle
NR1D1,regulation of fat cell differentiation
NR1D1,regulation of insulin secretion involved in cellular response to glucose stimulus
NR1D1,regulation of lipid metabolic process
NR1D1,regulation of type B pancreatic cell proliferation
NR1D1,response to leptin
NR1D1,response to leptin
NR1D1,sequence-specific double-stranded DNA binding
NR1D1,steroid hormone mediated signaling pathway
NR1D1,steroid hormone receptor activity
NR1D1,transcription corepressor binding
NR1D1,transcription corepressor binding
NR1D1,transcription initiation from RNA polymerase II promoter
NR1D1,transcription regulatory region sequence-specific DNA binding
NR1D1,zinc ion binding
NR2F1,DNA-binding transcription factor activity
NR2F1,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
NR2F1,RNA polymerase II cis-regulatory region sequence-specific DNA binding
NR2F1,RNA polymerase II cis-regulatory region sequence-specific DNA binding
NR2F1,anatomical structure development
NR2F1,cell differentiation
NR2F1,chromatin
NR2F1,cytosol
NR2F1,intracellular receptor signaling pathway
NR2F1,negative regulation of neuron projection development
NR2F1,negative regulation of transcription by RNA polymerase II
NR2F1,negative regulation of transcription by RNA polymerase II
NR2F1,nuclear receptor activity
NR2F1,nucleoplasm
NR2F1,nucleoplasm
NR2F1,nucleus
NR2F1,positive regulation of transcription by RNA polymerase II
NR2F1,protein binding
NR2F1,regulation of transcription by RNA polymerase II
NR2F1,retinoic acid-responsive element binding
NR2F1,sequence-specific DNA binding
NR2F1,sequence-specific double-stranded DNA binding
NR2F1,signal transduction
NR2F1,transcription initiation from RNA polymerase II promoter
NR2F1,zinc ion binding
NR3C2,DNA-binding transcription factor activity
NR3C2,"DNA-binding transcription factor activity, RNA polymerase II-specific"
NR3C2,RNA polymerase II cis-regulatory region sequence-specific DNA binding
NR3C2,chromatin
NR3C2,chromatin
NR3C2,cytosol
NR3C2,endoplasmic reticulum membrane
NR3C2,intracellular steroid hormone receptor signaling pathway
NR3C2,nuclear receptor activity
NR3C2,nucleoplasm
NR3C2,nucleoplasm
NR3C2,positive regulation of NIK/NF-kappaB signaling
NR3C2,protein binding
NR3C2,receptor complex
NR3C2,regulation of transcription by RNA polymerase II
NR3C2,sequence-specific double-stranded DNA binding
NR3C2,signal transduction
NR3C2,steroid binding
NR3C2,steroid hormone receptor activity
NR3C2,transcription initiation from RNA polymerase II promoter
NR3C2,zinc ion binding
NR4A2,DNA binding
NR4A2,"DNA-binding transcription activator activity, RNA polymerase II-specific"
NR4A2,"DNA-binding transcription factor activity, RNA polymerase II-specific"
NR4A2,"DNA-binding transcription factor activity, RNA polymerase II-specific"
NR4A2,RNA polymerase II cis-regulatory region sequence-specific DNA binding
NR4A2,adult locomotory behavior
NR4A2,beta-catenin binding
NR4A2,canonical Wnt signaling pathway
NR4A2,cellular response to corticotropin-releasing hormone stimulus
NR4A2,cellular response to corticotropin-releasing hormone stimulus
NR4A2,cellular response to extracellular stimulus
NR4A2,cellular response to oxidative stress
NR4A2,central nervous system neuron differentiation
NR4A2,central nervous system projection neuron axonogenesis
NR4A2,chromatin
NR4A2,cytoplasm
NR4A2,dopamine biosynthetic process
NR4A2,dopaminergic neuron differentiation
NR4A2,dopaminergic neuron differentiation
NR4A2,fat cell differentiation
NR4A2,general adaptation syndrome
NR4A2,glucocorticoid receptor binding
NR4A2,habenula development
NR4A2,intracellular receptor signaling pathway
NR4A2,midbrain dopaminergic neuron differentiation
NR4A2,negative regulation of apoptotic signaling pathway
NR4A2,negative regulation of neuron apoptotic process
NR4A2,negative regulation of transcription by RNA polymerase II
NR4A2,negative regulation of transcription by RNA polymerase II
NR4A2,neuron maturation
NR4A2,neuron migration
NR4A2,nuclear receptor activity
NR4A2,nuclear speck
NR4A2,nucleoplasm
NR4A2,nucleus
NR4A2,nucleus
NR4A2,nucleus
NR4A2,positive regulation of catalytic activity
NR4A2,positive regulation of transcription by RNA polymerase II
NR4A2,positive regulation of transcription by RNA polymerase II
NR4A2,post-embryonic development
NR4A2,protein binding
NR4A2,protein heterodimerization activity
NR4A2,protein-containing complex
NR4A2,regulation of dopamine metabolic process
NR4A2,regulation of respiratory gaseous exchange
NR4A2,regulation of transcription by RNA polymerase II
NR4A2,response to amphetamine
NR4A2,response to hypoxia
NR4A2,retinoid X receptor binding
NR4A2,sequence-specific double-stranded DNA binding
NR4A2,signal transduction
NR4A2,transcription initiation from RNA polymerase II promoter
NR4A2,transcription regulator complex
NR4A2,"transcription, DNA-templated"
NR4A2,zinc ion binding
NRCAM,angiogenesis
NRCAM,ankyrin binding
NRCAM,axon initial segment
NRCAM,axonal fasciculation
NRCAM,axonogenesis
NRCAM,cell-cell adhesion
NRCAM,central nervous system development
NRCAM,clustering of voltage-gated sodium channels
NRCAM,external side of plasma membrane
NRCAM,extracellular region
NRCAM,heterotypic cell-cell adhesion
NRCAM,integral component of plasma membrane
NRCAM,neuron migration
NRCAM,neuron projection
NRCAM,neuronal action potential propagation
NRCAM,plasma membrane
NRCAM,positive regulation of neuron differentiation
NRCAM,protein binding
NRCAM,protein binding involved in heterotypic cell-cell adhesion
NRCAM,protein localization
NRCAM,regulation of axon extension
NRCAM,retinal ganglion cell axon guidance
NRCAM,synapse
NRCAM,synapse assembly
NRP2,angiogenesis
NRP2,axon
NRP2,axon extension involved in axon guidance
NRP2,axon guidance
NRP2,cell adhesion
NRP2,cellular response to leukemia inhibitory factor
NRP2,cytokine binding
NRP2,dorsal root ganglion morphogenesis
NRP2,extracellular region
NRP2,facial nerve structural organization
NRP2,facioacoustic ganglion development
NRP2,glutamatergic synapse
NRP2,gonadotrophin-releasing hormone neuronal migration to the hypothalamus
NRP2,growth factor binding
NRP2,heparin binding
NRP2,integral component of membrane
NRP2,membrane
NRP2,metal ion binding
NRP2,negative chemotaxis
NRP2,nerve development
NRP2,neural crest cell migration involved in autonomic nervous system development
NRP2,outflow tract septum morphogenesis
NRP2,plasma membrane
NRP2,positive regulation of endothelial cell migration
NRP2,positive regulation of endothelial cell proliferation
NRP2,protein binding
NRP2,regulation of postsynapse organization
NRP2,semaphorin receptor activity
NRP2,semaphorin receptor complex
NRP2,semaphorin-plexin signaling pathway involved in neuron projection guidance
NRP2,sensory neuron axon guidance
NRP2,signaling receptor activity
NRP2,sympathetic ganglion development
NRP2,sympathetic neuron projection extension
NRP2,sympathetic neuron projection guidance
NRP2,trigeminal ganglion development
NRP2,vascular endothelial growth factor receptor signaling pathway
NRP2,vascular endothelial growth factor signaling pathway
NRP2,vascular endothelial growth factor-activated receptor activity
NRP2,ventral trunk neural crest cell migration
NRP2,vestibulocochlear nerve structural organization
NRP2,viral process
NRXN1,acetylcholine receptor binding
NRXN1,adult behavior
NRXN1,axon guidance
NRXN1,calcium channel regulator activity
NRXN1,calcium ion binding
NRXN1,cell adhesion molecule binding
NRXN1,cell projection
NRXN1,cell surface
NRXN1,chemical synaptic transmission
NRXN1,endoplasmic reticulum
NRXN1,gephyrin clustering involved in postsynaptic density assembly
NRXN1,glutamatergic synapse
NRXN1,integral component of plasma membrane
NRXN1,integral component of presynaptic active zone membrane
NRXN1,learning
NRXN1,neuroligin clustering involved in postsynaptic membrane assembly
NRXN1,neuroligin family protein binding
NRXN1,neuromuscular process controlling balance
NRXN1,neuromuscular process controlling balance
NRXN1,neuron cell-cell adhesion
NRXN1,neuronal cell body
NRXN1,neurotransmitter secretion
NRXN1,nuclear membrane
NRXN1,nucleolus
NRXN1,plasma membrane
NRXN1,plasma membrane
NRXN1,plasma membrane
NRXN1,plasma membrane
NRXN1,positive regulation of excitatory postsynaptic potential
NRXN1,positive regulation of synapse assembly
NRXN1,positive regulation of synapse maturation
NRXN1,"positive regulation of synaptic transmission, glutamatergic"
NRXN1,postsynaptic density protein 95 clustering
NRXN1,postsynaptic membrane assembly
NRXN1,prepulse inhibition
NRXN1,presynaptic membrane
NRXN1,protein binding
NRXN1,protein-containing complex
NRXN1,regulation of grooming behavior
NRXN1,regulation of postsynaptic density assembly
NRXN1,regulation of presynapse assembly
NRXN1,signaling receptor activity
NRXN1,social behavior
NRXN1,synapse assembly
NRXN1,synaptic membrane adhesion
NRXN1,vesicle
NRXN1,vocal learning
NRXN1,vocalization behavior
NRXN2,adult behavior
NRXN2,calcium channel regulator activity
NRXN2,cell adhesion molecule binding
NRXN2,chemical synaptic transmission
NRXN2,gephyrin clustering involved in postsynaptic density assembly
NRXN2,integral component of membrane
NRXN2,metal ion binding
NRXN2,neuroligin clustering involved in postsynaptic membrane assembly
NRXN2,neuroligin family protein binding
NRXN2,neuron cell-cell adhesion
NRXN2,neurotransmitter secretion
NRXN2,plasma membrane
NRXN2,postsynaptic density protein 95 clustering
NRXN2,postsynaptic membrane assembly
NRXN2,presynapse
NRXN2,signal transduction
NRXN2,social behavior
NRXN2,synapse assembly
NRXN2,transmembrane signaling receptor activity
NRXN2,vocal learning
NRXN2,vocalization behavior
NRXN3,adult behavior
NRXN3,axon guidance
NRXN3,cell adhesion molecule binding
NRXN3,integral component of plasma membrane
NRXN3,learning
NRXN3,metal ion binding
NRXN3,neuroligin family protein binding
NRXN3,neuron cell-cell adhesion
NRXN3,plasma membrane
NRXN3,signaling receptor activity
NRXN3,social behavior
NRXN3,vocalization behavior
NSD1,RNA polymerase II cis-regulatory region sequence-specific DNA binding
NSD1,androgen receptor binding
NSD1,chromatin
NSD1,chromatin binding
NSD1,estrogen receptor binding
NSD1,histone H3-K36 methylation
NSD1,histone H4-K20 methylation
NSD1,histone methylation
NSD1,histone methyltransferase activity (H3-K36 specific)
NSD1,histone methyltransferase activity (H3-K36 specific)
NSD1,histone methyltransferase activity (H3-K36 specific)
NSD1,histone methyltransferase activity (H4-K20 specific)
NSD1,negative regulation of transcription by RNA polymerase II
NSD1,nucleoplasm
NSD1,nucleus
NSD1,"positive regulation of transcription, DNA-templated"
NSD1,protein binding
NSD1,regulation of RNA polymerase II regulatory region sequence-specific DNA binding
NSD1,regulation of histone H3-K36 methylation
NSD1,regulation of peptidyl-serine phosphorylation
NSD1,"regulation of transcription, DNA-templated"
NSD1,retinoic acid receptor binding
NSD1,retinoid X receptor binding
NSD1,thyroid hormone receptor binding
NSD1,transcription coregulator activity
NSD1,transcription corepressor activity
NSD1,zinc ion binding
NSMCE3,DNA recombination
NSMCE3,DNA repair
NSMCE3,Smc5-Smc6 complex
NSMCE3,cellular response to UV
NSMCE3,cellular response to hydroxyurea
NSMCE3,cellular response to radiation
NSMCE3,"chromosome, telomeric region"
NSMCE3,cytoplasm
NSMCE3,nucleoplasm
NSMCE3,positive regulation of protein ubiquitination
NSMCE3,protein binding
NSMCE3,protein dimerization activity
NSMCE3,regulation of growth
NTNG1,anchored component of plasma membrane
NTNG1,animal organ morphogenesis
NTNG1,axonogenesis
NTNG1,basement membrane assembly
NTNG1,cell adhesion molecule binding
NTNG1,cell migration
NTNG1,cell-cell adhesion mediator activity
NTNG1,cell-cell adhesion mediator activity
NTNG1,extracellular region
NTNG1,glutamatergic synapse
NTNG1,laminin complex
NTNG1,plasma membrane
NTNG1,plasma membrane
NTNG1,protein binding
NTNG1,regulation of neuron migration
NTNG1,regulation of neuron projection arborization
NTNG1,regulation of neuron projection development
NTNG1,substrate adhesion-dependent cell spreading
NTNG1,synaptic membrane adhesion
NTNG1,tissue development
NTNG2,Flemming body
NTNG2,Schaffer collateral - CA1 synapse
NTNG2,anchored component of plasma membrane
NTNG2,anchored component of presynaptic active zone membrane
NTNG2,animal organ morphogenesis
NTNG2,axon
NTNG2,axonogenesis
NTNG2,basement membrane assembly
NTNG2,cell migration
NTNG2,extracellular region
NTNG2,glutamatergic synapse
NTNG2,intercellular bridge
NTNG2,laminin complex
NTNG2,modulation of chemical synaptic transmission
NTNG2,molecular_function
NTNG2,plasma membrane
NTNG2,plasma membrane
NTNG2,protein binding
NTNG2,regulation of neuron migration
NTNG2,regulation of neuron projection arborization
NTNG2,regulation of neuron projection development
NTNG2,substrate adhesion-dependent cell spreading
NTNG2,tissue development
NTRK1,ATP binding
NTRK1,B cell differentiation
NTRK1,GPI-linked ephrin receptor activity
NTRK1,Golgi membrane
NTRK1,Sertoli cell development
NTRK1,activation of MAPKK activity
NTRK1,aging
NTRK1,axon
NTRK1,axon guidance
NTRK1,axonogenesis involved in innervation
NTRK1,behavioral response to formalin induced pain
NTRK1,cell surface
NTRK1,cellular response to amyloid-beta
NTRK1,cellular response to nerve growth factor stimulus
NTRK1,cellular response to nerve growth factor stimulus
NTRK1,cellular response to nerve growth factor stimulus
NTRK1,cellular response to nicotine
NTRK1,circadian rhythm
NTRK1,dendrite
NTRK1,detection of mechanical stimulus involved in sensory perception of pain
NTRK1,detection of temperature stimulus involved in sensory perception of pain
NTRK1,early endosome
NTRK1,early endosome membrane
NTRK1,endosome membrane
NTRK1,ephrin receptor signaling pathway
NTRK1,identical protein binding
NTRK1,integral component of plasma membrane
NTRK1,integral component of plasma membrane
NTRK1,kinase binding
NTRK1,late endosome
NTRK1,late endosome membrane
NTRK1,learning or memory
NTRK1,mechanoreceptor differentiation
NTRK1,multicellular organism development
NTRK1,negative regulation of apoptotic process
NTRK1,negative regulation of cell population proliferation
NTRK1,negative regulation of neuron apoptotic process
NTRK1,nerve growth factor binding
NTRK1,nerve growth factor receptor activity
NTRK1,nerve growth factor receptor activity
NTRK1,nerve growth factor signaling pathway
NTRK1,nerve growth factor signaling pathway
NTRK1,neuronal cell body
NTRK1,neurotrophin TRK receptor signaling pathway
NTRK1,neurotrophin TRK receptor signaling pathway
NTRK1,neurotrophin binding
NTRK1,neurotrophin p75 receptor binding
NTRK1,neurotrophin receptor activity
NTRK1,olfactory nerve development
NTRK1,peptidyl-tyrosine autophosphorylation
NTRK1,peptidyl-tyrosine phosphorylation
NTRK1,phosphatidylinositol-mediated signaling
NTRK1,plasma membrane
NTRK1,plasma membrane
NTRK1,positive regulation of ERK1 and ERK2 cascade
NTRK1,positive regulation of ERK1 and ERK2 cascade
NTRK1,positive regulation of GTPase activity
NTRK1,positive regulation of MAPK cascade
NTRK1,positive regulation of NF-kappaB transcription factor activity
NTRK1,positive regulation of Ras protein signal transduction
NTRK1,positive regulation of kinase activity
NTRK1,positive regulation of neuron projection development
NTRK1,positive regulation of phosphatidylinositol 3-kinase signaling
NTRK1,positive regulation of programmed cell death
NTRK1,positive regulation of protein phosphorylation
NTRK1,positive regulation of synapse assembly
NTRK1,"positive regulation of synaptic transmission, glutamatergic"
NTRK1,programmed cell death involved in cell development
NTRK1,protein autophosphorylation
NTRK1,protein binding
NTRK1,protein homodimerization activity
NTRK1,protein phosphorylation
NTRK1,protein tyrosine kinase activity
NTRK1,protein tyrosine kinase activity
NTRK1,protein-containing complex
NTRK1,receptor complex
NTRK1,receptor complex
NTRK1,recycling endosome membrane
NTRK1,regulation of protein kinase B signaling
NTRK1,response to axon injury
NTRK1,response to drug
NTRK1,response to electrical stimulus
NTRK1,response to hydrostatic pressure
NTRK1,response to nutrient levels
NTRK1,response to radiation
NTRK1,sympathetic nervous system development
NTRK1,transmembrane receptor protein tyrosine kinase activity
NTRK1,transmembrane receptor protein tyrosine kinase activity
NTRK1,transmembrane receptor protein tyrosine kinase activity
NTRK1,transmembrane receptor protein tyrosine kinase signaling pathway
NTRK2,ATP binding
NTRK2,Golgi membrane
NTRK2,activation of phospholipase C activity
NTRK2,axon
NTRK2,axon
NTRK2,axon terminus
NTRK2,brain-derived neurotrophic factor binding
NTRK2,brain-derived neurotrophic factor binding
NTRK2,brain-derived neurotrophic factor receptor signaling pathway
NTRK2,brain-derived neurotrophic factor receptor signaling pathway
NTRK2,brain-derived neurotrophic factor-activated receptor activity
